transaction_hash,block_number,from_address,to_address,token_address,token_value
0x04cbcb236043d8fb7839e07bbc7f5eed692fb2ca55d897f1101eac3e3ad4fab8,483920,0x1b63142628311395ceafeea5667e7c9026c862ca,0xac4df82fe37ea2187bc8c011a23d743b4f39019a,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,100000
0x27fbc13c1d6c54c2c9e65a8328475c0f7af90dd09df90b84e29e18a04c752984,483927,0xac4df82fe37ea2187bc8c011a23d743b4f39019a,0x1b63142628311395ceafeea5667e7c9026c862ca,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,50000
0x4a54eafe7061ef9481431f2c74e8a7e59992cf2584e5b9e59a7bc295707205c3,483974,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x8975dbc1b8f25ec994815626d070899dda896511,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x169a40dffad6b42c51d2db74ea5143ad288549700cdcd0de8ca6ba008df888e7,484795,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x8975dbc1b8f25ec994815626d070899dda896511,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x46ac1d69744ff5d1b6d6a2d6e491ee5186fe1719789b61faad30711f1e1b88a7,484851,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x253a78891f84310e78969b4751b4bcc1a11db63b,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xd01d8a12732ac11ef8d79562ee509c98fabc54c94efd6ec7ccc34fe612840c31,484856,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x66c677bc64b81970d22667c417fa6c6910554198,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x677dd13c687d74b3f0886c87c2cc8cbfab6dd3e1146f4368ef5a1fe05acdf42c,484856,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xefdc6bbd9d2adad1b515b5fd8f73b911736ebbcbf53145245f62c19c11f67256,484859,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x85eac29919f4329f266fce8df7f180b2aab8af1b,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xcd3af0a63f84f2d950e2462a2d4e074c707c73eb3d29537a0520b424ad64375e,484863,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0xfec47e609306595925ac4c3b75d2acdf07c2dea7,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xae04a5893b228ca7ed897081c0af734b46e106e1de4115c0786b1d746aafdc38,484866,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x3eb4d16b5328c3d3da71f8108e3d9309437667ad,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x68e105a17d8c20a2436111406d3855c518138da6a376d3a395cb7421ec2b8472,484870,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0xa14cf6cec1c6aae4b608458f6e14692863a937aa,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x6f544526d044ff39e2e41b3eef6f7f31c535867f1da5dcccb4931bce42a40f52,484872,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x50b259fb8da1f1a6eaa7b2535c7f1c5449384929,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xd9b5b29231bac5ae0e6c28f2051c8654a800822544bd22a8de5d32f7e0ee5ecf,485320,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x3f780931d795a09458a722deed35e37180f60e193dfd7615208dfc787b7d9977,485324,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x1fdb174686981ce2f4bb3d911547480403f11fd3,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0xf1b38e3c24f2119f6a53e4a36fcd5883bc44c8cd3b3868e0278bd0db20d45282,485327,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x66c677bc64b81970d22667c417fa6c6910554198,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0xab0db13dd0d4adbb87e63b08c50af3ca553b6c56c3cf1329d3dfada87f7e1113,485588,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x1130547436810db920fa73681c946fea15e9b758,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x82891c03c75571f790e5e84e005ce0a27e831fd996bd5991b6920a0a71571af8,485590,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x3be2b68667a17ce11da11a044a29371528b45f66,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x9cc45fb01972ae9a4ff8676e6645bbdca050b234d902ba758b52c9f36603c634,485591,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0xfec47e609306595925ac4c3b75d2acdf07c2dea7,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x66dcbeed381be83a61cf8e243d4aff2c6c50701a7b9643b5f66f8cf5ca4b65ae,485593,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x5d310383f283ca8d2b6531485111ff05d84f5a1f,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0xbbf4cb63a05927afd922cd16773c573924e7760784ccc42407df01475963e326,485642,0xd276dfa0b3b30f6f0dd964ce2420194c48579174,0x787613a5efb4ddf24538784f47de25e18ddb0e19,0xdafe447177aefb05dd7edae2f5781c98a858d320,100000
0x213784793c6cb4645419daacc359da89ab293648a4a49843f988a50b2da9a8d5,485827,0x8394a052eb6c32fb9defcaabc12fcbd8fea0b8a8,0xb48dafc23dc5f232f2e7a35a2d2bb1b4ab02c48a,0x5f100ebe48ae9c5396dd059dd0d8f4447f12a9e0,10000
0xf925effd2d7f8ea943f270f64e485331ff102532579d65b6dc163edea4191292,485827,0x52ff2939dc29cf8fedfd981cbabde2799341bb4b,0xfec47e609306595925ac4c3b75d2acdf07c2dea7,0xab3652fd492fbb0d6b63acb742f3ed12afbaef52,94611
0xe6b37ab89c9fd9dd3b4beec479bb12b153170553586e322e9dec06eec7c10ff0,485848,0x8394a052eb6c32fb9defcaabc12fcbd8fea0b8a8,0x73ee62158b584f0f2b64bc3b3cce0c1c1fc43735,0x5f100ebe48ae9c5396dd059dd0d8f4447f12a9e0,100000
0x7dff26138fea415f794918d7ac446397d895d8e233b16076b4cb00c850a6ce7f,485883,0xfec47e609306595925ac4c3b75d2acdf07c2dea7,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x1130547436810db920fa73681c946fea15e9b758,47110000
0x38313866c9bca2d468f9079a682a9732ec5feb20616d3721f0114687500e13fc,485948,0x8975dbc1b8f25ec994815626d070899dda896511,0x3d4b30b579a3425190b81ce22225a35de37cdde5,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,50000
0x332c64649ce3d954980ea8fa32301c6e58a9a36f6f9b921be21466f49c32e0ef,487604,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x3d4b30b579a3425190b81ce22225a35de37cdde5,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x3021e0802c1255d1a1e31b9a5eba9afef96c1758531b95fee57a18ed5bd9232b,487608,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x5945431bed41a335253d92ec64cdad9ce28be9a6,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xfcb46e8f287e5cf383b29722688bbd2d9d9ca54567f7fb5d847d38135171125b,487610,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x1fdb174686981ce2f4bb3d911547480403f11fd3,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x9893054e903000a21db5b2b0d66adc7b21a9d349668f7551358e0c8c8855c85c,487615,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x3be2b68667a17ce11da11a044a29371528b45f66,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x646c8a5b69dec271608cb894b404b25d9c1da587cda2b84f7e8dce46c47e47a5,487616,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x5d310383f283ca8d2b6531485111ff05d84f5a1f,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xa83b13b39de6b94e3b06be4059e07290c93fa92945f212689f86763c58003114,487617,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x8421b6810a1aee71b0baa38d7e1b5de6f71245d2,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x15ffc6b396aef6187eabc2439ae0ec8da1583686eb832ee7edd30fd1d966a6a7,487620,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0xf1d742e6eb78868b83240fb424f0a839f1656366,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xef0d53e87f539c1ef8310a25780e78e26924d7e37f71d0f21c66b62cc337a901,487623,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x3d4b30b579a3425190b81ce22225a35de37cdde5,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x29674d3dff114457b67e24bb592b5342878209e217ca4ca5cf9f9829c38ebf67,487624,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0xe6381abe8307869bb077d5f6eb342f389b71fe99,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x728d0ea7151662796b681e67de615886c33ab701d25f54eb67f64e1f049aa543,487629,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x86889b1cea13d370e827e099e3778b17d488b3dd,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x40afea48f6d9270d25eb43d5c1055a328024bba7932eaf5119dd55b06bf55614,487629,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0xf71dabf69974434e8c158b34fee9d11961920ae7,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x2010f7e613d47214824bd5c3cfc781453c434f56db96b1d6244f6d4a4d49fb7e,488686,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x3be2b68667a17ce11da11a044a29371528b45f66,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x5e242c788981ab6fc8fab77799985479e1a2b74658a33635ea11129490d30380,488872,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x3d4b30b579a3425190b81ce22225a35de37cdde5,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x95ffed5421bfd513388b45f7227340dcd5f83d29b5f18524896cbed79edbbcc6,488984,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x85eac29919f4329f266fce8df7f180b2aab8af1b,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x5a9d6e18b9ab4d985f84b5a5ac57fb50105bfe57cdd2a6e1b92046ce659740d1,488985,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x19c2206dd4667b565ad66af66582c41d32fb463e,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x61d296d22bab55c074f312b4eb8da6c07a11614ab97d6ab5c17857a825627f30,488986,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x477a5e1ab6d8939633b90d5f0feee115b0ccafad,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0xf7c82b7d6d43b87d7b71cbf9fff921f0828395f6a1f0e2cc12c2d4dcc14484f4,490452,0x52ff2939dc29cf8fedfd981cbabde2799341bb4b,0x7d59e9868c58f96f6d54d9090eb42f812d929635,0xab3652fd492fbb0d6b63acb742f3ed12afbaef52,471100
0xec8ccf575d375c3b046bf52304a93110af893669ee2f05ecf2fcdca1dd5bd3cd,491355,0x3be2b68667a17ce11da11a044a29371528b45f66,0xa72cd306bd6bc58922dcfed48cb1474f323860a9,0x1130547436810db920fa73681c946fea15e9b758,10100000000000
0x473ebfad3227c33eb5d2382cbcae0ff333a5106baf8c5852bb94c07fbcfd71e2,491360,0x3be2b68667a17ce11da11a044a29371528b45f66,0xa72cd306bd6bc58922dcfed48cb1474f323860a9,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xee3b3f1c60ce423ca1415d7519d509ce7c3b49b4ead32d58f47982448e562d25,492472,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x80447d3de3cf10957ed52eedb7823bdaca2cec0b,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0xa30c9a76fa83a354628a15c35624e0ade5e7dd9db9d39b54e9e0553fa1344ffe,492475,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x1a47a751205705b7295e9ccf10215b7b114888c2,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0xe1387a5d58a7d2e399ab22eb5a12dd347901024dc4ed67a4e80ff7d68e1c3172,492574,0x9b22a80d5c7b3374a05b446081f97d0a34079e7f,0x66c677bc64b81970d22667c417fa6c6910554198,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,10000000
0x53b5da5276a3273360a674606abf06ee4bfa0d333c474f3ccfd8cc1689d07e1e,494015,0x66c677bc64b81970d22667c417fa6c6910554198,0x85eac29919f4329f266fce8df7f180b2aab8af1b,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0xf017fa08282fadcd71ad5cbdef3b5797029f3ca8f9881b17c0ffd95bafef8a57,494019,0x66c677bc64b81970d22667c417fa6c6910554198,0x8975dbc1b8f25ec994815626d070899dda896511,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,200000
0x310b579ddd4f77c77553d6633c7b0ca3ee8557123e3b674f7864cbbd6ba14974,494065,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x1130547436810db920fa73681c946fea15e9b758,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x21bebb01da85ac5644151036462041110c63a838bd5460df7c1afce3fa4161a1,494937,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x9573b58842b9dfe3d8f79817dfb6b5d77f9e4c1c,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x48be6bfd37d0ebcb9e240352c3741552a4aca21b7d0626975824d292b61450e3,494938,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x713b61b15c217ae935540b07842c8f44e6cd243b,0x1130547436810db920fa73681c946fea15e9b758,100000000000000
0x6f53fe776dbaeaecb02c02bbe3e9427557ad9b716c3bdb545ffc3a5eb0b926f0,495956,0xd9278954d1b60ee7844d8e9630dd4234afbebe5a,0x66605d1bf87692b8f0119f8600a946850f176023,0x2df8f1448e50fc36969048beea636d5a7cc71c64,1000000000
0x7c471fda17772b14e10a53a4c452ac3c99fc91591e3af369fc8abe3a09041b25,496002,0xd9278954d1b60ee7844d8e9630dd4234afbebe5a,0x7b4a5f30f212002eb8d528925ac5d69217a459f0,0x2df8f1448e50fc36969048beea636d5a7cc71c64,100000000000
0x03bfecb741f4072d1ca9cc6177c80b3b0065370d1cbb8585594f95e204f6816f,508538,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0x9fed531aaf9fc4ae28fa0f384f9c80a095e9c6f85a493d6618c868a09f9b457f,508575,0x86889b1cea13d370e827e099e3778b17d488b3dd,0xf2d850b176ddf0b6c1411d68ef96d2d8b7b0b480,0x1130547436810db920fa73681c946fea15e9b758,200000000
0x0841343a912209fbe9cc9c6b88b8912ad17b8aae25baaf3978a55788d390a8b9,508918,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0x9a19472358513b1532637ebed1c78b05820ba055dd8bf55c6bf77f82976ab47f,509287,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,1
0xf1e0f6a128447374bfa6e455c6faf13a452ca85a9236613f6fae4fd1a620a67d,509498,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,1
0xc1a67337a1d7d4d29a2c942d9a79a08414a4c4ae9303b4f99eed68ae3d6305a7,509544,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,1
0x9a0ba55b43b58abee39e61b7411d58199a43f98b7cf79f89a62e70fcce9ae753,509621,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0x6c13ae1ec066e6ec4d7d380e071ed2127315f043fd8308bc4d22ef680e1ad6d5,509663,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0xf589713a502b266383a1e43344c6d7d9bb3c9a29f3ec870f2406b644ebbe5305,509682,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0x9dbb7fbe618d2a5076c6d5f8dde65986e743f57d20a67c78b1f49e9400191f34,509692,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0xb4a50f989ab9d0b1f8c8025a2b213c6fa6e3fd6cbbd50dd1fa68e73058b401ab,509713,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0xf67a2db8d0f8b4c7d6bbcb3da5c99823f75bce97917c3601e0c242aed11cace6,509723,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0x25e2499d3cd84654db4aff6cca7beefacdb63a5abc990c2e6a119af3d85bb650,509738,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0xd09444f33a999715f46b43a56aa1c5820ad01c478e79b1107b418c9ec1c0d0d9,509769,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0x79065f4bfa5ed818a52d6145a9a985892594c061c27f62cb9eaa5d773e3b9e47,509786,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,10
0x70076142e51b6b51f9157e43addb83c6fecc95d407ac695324587630b134df9c,509794,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0xda8ff0f46f6a2759b0fce901428089ba488c37600e1a20c28dc83739f4c5a577,509824,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0x9f1998af81cb7d43dc751fb658e299f471688f0de93015e7c57d953136cd51e9,509836,0x125244b5700dee9c20259282701d305873fde7f8,0xd873dee56f4ba2fde59000ded73a271e58302a02,0x8a0b307e7e97e5ec998a16885469bd4ac1593739,100
0xcb3c83bf1be734d4ea838ba55ef32d6c35961d665b3c8847a32e8f61215f60dd,511335,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x00fc572550f3bdfe84f72e3eaa99d02a43f69733,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x6a96fc1e8916b2c990661691291e343c6691c26b116ea9550d23299f4b1a7b6a,511348,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0xb458b4010ca081da7bda353dfc9fca7a94c7803b,0x9b743992d6a615f686647480b1c1c0c7c024cdf3,1000
0x9eae59fae49ac214b1bf44e3e02b47b00a0b851abba0bd9401f97581b58120a2,511350,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x00fc572550f3bdfe84f72e3eaa99d02a43f69733,0x94f27b5141e17dd8816242d752c7be8e6764bd22,1995000000000000
0x2bd0783ed97d21ac410e485081a965fb03033679c23a734d9b6660a9676f67e9,511353,0xb458b4010ca081da7bda353dfc9fca7a94c7803b,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0xa9d4e6da9e2c780ccb01061a7736a162d7b02d6c,10000
0x14df45890df27479caca1440afb4b0aefe1a4c3515fa9a0c50f555875d977b41,511362,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0xb458b4010ca081da7bda353dfc9fca7a94c7803b,0xa9d4e6da9e2c780ccb01061a7736a162d7b02d6c,1347
0xed7251afaef7a8059f422dfb2360e74c4743aa50f1d2add56c5c5d1c787fe911,511395,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0xb458b4010ca081da7bda353dfc9fca7a94c7803b,0xa9d4e6da9e2c780ccb01061a7736a162d7b02d6c,1
0x806c75856a875dd7bb19d9cd62e5a71ad9ee1c9624996a0c1ea3fc4c6372180a,511465,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x0997d21bfc9129afdc3a09d82df610401182f142,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0xb4bbe8439cbc2e0d770a23430ec3161baab41ce808e17cd7f121fde8ec9c6058,511540,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0xc35e7e4c4c225ddd7c75588572f7d74743a4925b,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x78f37519ff7e1756b9e86973b5149c4539d76e96527a1eec7587aa0666a30eb8,511576,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x6b6ec5ac02791f862d7b41beed01fa879431064b,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x3ff8cf42e1deea6d05087ef8379c21868be936102123ead6192b163dd54e9a28,511598,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0xb5295c4c6890366946fa087a01e97c2e70b3d31e,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0xefaaf69cf76b8615751240c8ded612788a4aa7043efc160738449ce244109fd0,511629,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x0d6c45cb5054182e19476159c6def21b1547e711,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0xdc5283527da0b2bed988b98f43a1aff81bd3547b647c742791a39b509d35ce94,511651,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x4edec446bf2a35f663e064cd0662981d7015372e,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
