hash,block_number,from_address,to_address,ether_value,gas,gas_price_gwei
0x8514ce8f269e2745264a5d3529b7dea51538304a7e70871fe800ca4872d9d83c,46246,0x136d4b662bbd1080cfe4445b0fa213864435b7f1,0xc8ebccc5f5689fa8659d83713341e5ad19349448,2000,21000,93.409693704
0x53b783a7552bae97fe01be2ec11d3d9f4344309b596954972f731384b38b5343,46247,0x03b35d960c861fe987c50380d76db9d6ae1fa510,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,0.5,21000,91.092907897
0x3811e0631ee580a60359958bf47fc9c61a8558c7ce7b8e0fff8f2ee01abc7a30,46250,0x4d9279962029a8bd45639737e98b511eff074c21,0xd65f9b9aa7becfd1481bdd7e22527ca0900b7bc8,100,21000,110.931381403
0x304346de678ddca5b1311970e7e8d3f26a42d2924aaa2f2d73b8781a9a9a2c73,46251,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x073f70b5bfade6409e4951ef72bc8f4157677729,0.01,21000,88.893746891
0xfaa38b22af568040ad5f21db3d361736e7c94ee64f74c57a82b2af7ee17c2bf1,46253,0x762998e1d75227fced7a70be109a4c0b4ed86414,0x9e0afd592b1e40bee26816e360f02eebf04ad74b,0.001,21000,50000.0
0xe92bfc194a46e254244a83d8f1d07475cc28c871c12f53c3f9257d3af18e91b5,46254,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0xb5ce1861d98e85c84531dbc18720278328fd97f6,1,21000,120.0
0xa65bf5b19d573a4dd48bc8a0a4a9f05b6d0bcd713cba1c57b45130cf890a5600,46256,0x136d4b662bbd1080cfe4445b0fa213864435b7f1,0xc8ebccc5f5689fa8659d83713341e5ad19349448,999,21000,138.233869948
0x6a146485f54509d31fc1c692e2e15463ac14e220c8211a58edc3fc4abe4348e6,46259,0x03b35d960c861fe987c50380d76db9d6ae1fa510,0x07dc8c8b927adbedfa8f5d639b4352351f2f36d2,1,21000,145.76242893
0x0fb28c67b7769598af04e3f804b41eeddeacc2ceace8d0af00dac49d0eb0b09c,46260,0x39d4a931402c0c79c457186f24df8729cf957031,0xe1f5b8dc9336bc9637ea97c3f3b13cd363f88854,3000,21000,147.083652667
0xb5d9600f78d76834ca44efc0e6dbc1e11b34007807ee4076afb6bf8933a74048,46261,0x15e34a8324164ef0890471f6f527451f7a22cf12,0x2c00e533f36ac741a29be87acb63366d2200138c,100,21000,149.082168291
0x003bd72d0e4da122082e919487bb0df8734d0747141a1f9c24dbd96427a99ece,46262,0x762998e1d75227fced7a70be109a4c0b4ed86414,0x9e0afd592b1e40bee26816e360f02eebf04ad74b,18.9,21000,150.0
0x29a31f5c9a2820beb81ea553ba69e331193383c433c560fbfe921204a86d55b0,46269,0xc1cdc601f89c0428b31302d187e0dc08ad7d1c57,0x806f38edec3539c3b368f49f5783d8c673935375,1000,21001,178.710713559
0x0e2a5aa2d5cabaa90d3d00c9d8e5f3fb6e48e398df6b60a70bfecd584d33974c,46270,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0xb5ce1861d98e85c84531dbc18720278328fd97f6,1,22300,170.0
0x6a749df68169beccb1a548f75d68badcba816c2ad142f6aa1c0129ae30f36d04,46271,0x762998e1d75227fced7a70be109a4c0b4ed86414,0x9e0afd592b1e40bee26816e360f02eebf04ad74b,0.042,21000,150.0
0xc97331513f24f2bb94142a7e3b87d9da9d7a0760214129e225ff3eea4b188c38,46273,0x6232df6f3a300fcd3bc591452ac447eea3ac079f,0xd5508890f2b282fb1939b561ec11d8f2b6ed4e05,1,21000,120.0
0x669890439f5093b7dfbca9b06de1d6da78ceacf1ec0753252b3e6cf10ff81a3e,46274,0xdc49b9dc1abb93ebb856547a1c0578d65f4a32de,0xff68c2f39c4e7fe2f92c2dc2f8615b1bf070e0fa,15,21000,1172.8548678
0xaef899f6769fe611b5557457a3802d5cfae060027745f6ba9ac21d4648f02ca8,46275,0xfc97c2c87e3cc03beb5fa2facaa10bbd0d0da1af,0x08cac8952641d8fc526ec1ab4f2df826a5e7710f,0.01,21000,200.416644723
0x8747dd2078867e89dd0341413062a8116bbe0ea1c48bac2a2d3adac1c084d149,46276,0x8ce4949d8a16542d423c17984e6739fa72ceb177,0x15e34a8324164ef0890471f6f527451f7a22cf12,24000,21000,195.347509799
0x90bfb6520a7b0a1d7dfa90a3d9a9a003829bb96804c199825040aff6fe34e62c,46277,0x136d4b662bbd1080cfe4445b0fa213864435b7f1,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0.98,21000,194.460522872
0xef8c113875caef23a7fb7931b39fe34ca0dd45178390ccff5eb5df7b2309ac3b,46278,0xf7500c166f8bea2f82347606e5024be9e4f4ce99,0x2d3cf607adce246f0750b08ebdc87789edb2a407,0.01,21000,500.0
0xcf9f3fdb64623a3a134148df946b97f51ee3a9102953133811f4b77cbfea9be1,46279,0x03b35d960c861fe987c50380d76db9d6ae1fa510,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,1,21000,192.582309749
0xe98a45041d3decb084a08e88eb23dbb5ff19c5de7a71baace3b31ec20059d010,46280,0x1c68a66138783a63c98cc675a9ec77af4598d35e,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0.09,21000,252.853737379
0xd0aeaae2480e1716520cc7ec3848d0b5188623695ddf5807882471ba23e5df95,46284,0xc1cdc601f89c0428b31302d187e0dc08ad7d1c57,0x6331fc207bfc3aabded887b553e5cd9898c8f801,500,21001,257.401976588
0x6f240638f16616dbf658cbaac4bc472b79cfb880038300d1cd8b0abd04f6735e,46286,0x9e0afd592b1e40bee26816e360f02eebf04ad74b,0x81c039692a575005f2f5f26c6f69dba26a8f6408,5,21000,150.0
0xae55a9c251d1d4c3fc88347105a02a83b0ed1b1560c59b69aa6b3698dd3162df,46291,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x7266c8fd66ed582bea23bd8bc48e58d7f17321f3,0.01,21000,266.234819592
0x9243a44dcf0ecacbd81a3ce303c6f692cbe24882ef8fb9e82333103b0c52e394,46295,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x05da05ecf1f8a9ef04026806a840aea02d290969,0.01,21000,280.756161137
0xd23ae9b2e5c68caf2c5663af5ba27679dc3b3cb781c4dc698abbd17d63e32e9f,46300,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0x88b3672d21fecaa5313c37c59de4ed53fd8c76fd,0.01,21000,297.006036751
0xba4fae2d99b48a952dee13ad3df2e19e5b08cb701feda95d636458af8924eff1,46302,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,0.05,21000,337.4473121
0xc453f788ffc29d12b2ee917e9f8a62c38eecaa4821f826aa5c466297c3fe4c64,46320,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,0.01,21000,324.470956531
0xa1a176eab8a980ae3e09d7789188be7459bc04242ca119feb731f51fe2294c2b,46321,0x3d0768da09ce77d25e2d998e6a7b6ed4b9116c2d,0xc9d4035f4a9226d50f79b73aafb5d874a1b6537e,0.05,21000,315.271686434
0x6a5f6d09e9a78b143e1c44dbdef83dfc2e90ced7c9e4817890f69f575771bb37,46323,0x4f4a9be10cd5d3fb5de48c17be296f895690645b,0x365b685282c9b242ec345fb64731ecfc4fcb834c,100,21000,120.0
0x84f105f753095d3b00bad565bb598c3c7e70a708f68d3494839b904698229136,46324,0x232cb1cd49993c144a3f88b3611e233569a86bd6,0xcbf478675787c70c5696b1335ebcdabf401298f9,1,21000,356.53798103
0xf17d7a9c5e9e53a80b11a1f69712bd6fcc99697767428746e6abd237fcb12ed5,46327,0x4d9279962029a8bd45639737e98b511eff074c21,0x99c236141daec837ece04fdaee1d90cf8bbdc104,1,21000,374.5193521
0x122763b6288c220f94c228b5afc0eb19ab611e26cd98a01fcb83fc65647661bd,46332,0x4d9279962029a8bd45639737e98b511eff074c21,0x99c236141daec837ece04fdaee1d90cf8bbdc104,1,21000,392.531098289
0x80b2f11a6243461a47db1e2cd7830b7da4199cb871a000340509a54eba203328,46337,0x232cb1cd49993c144a3f88b3611e233569a86bd6,0xa08d215b5b6aac4861a281ac7e400b78fef04cbf,1000,21000,433.218980955
0x54ebfd455338fc47e55b49ae216411bceb7b0c2e1aa7149803f6187eb9607178,46341,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,1,21000,490.857846173
0x90622e215d2c1615a04298391a9be60bb16514b61ec364aba418400d70a4b6f3,46342,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375,21000,425.341501588
0xa95aba36e952abf414b57ee7a57df88f328d2ef2469eb2aaf6c61d67aaec6735,46343,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375,21000,425.341501588
0xd93d08d3b9eea108cf4a23eb75142770b1d1d870c2b716ecc331d96ceb94828a,46344,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375,21000,425.341501588
0x0550c0a0e5bbbdb7f168bb4c47106f89a064dd751240b838329a72d4dbd14d81,46345,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375,21000,425.341501588
0x2b4691e9a4eb3ccc81419e1e93a2e5b904c9b5d95b2ce70198c3fb0580df63f4,46347,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,6.09375,21000,425.341501588
0x4a110de8110bb9eb250bdeb772ecafd517dfa109c14ff5d93dcfb96e9c562bb8,46349,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0x9aa9205faa68e731703c633b53fe5af8ece59d38,1,23000,350.0
0x589ccb8546a62fc93a6c97838fb43e56acc9964866d50b0a632489397703e448,46350,0xdb0cc78f74d9827bdc8a6473276eb84fdc976212,0x529049b336ebfd6df2f059c7fa964ba833a2c32b,1,21000,1202.873060117
0x8ccd2c535b8b0aad772ade5105905817633865e64592b28f26ec99297b297643,46352,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,0.01,21000,500.0
0x7dc913b80014a8b3a5ef8f0aee7d5acd4e2a610c6482f2afaab474fd1d9a3d0f,46358,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0xffb51e371b640c7c251dbfba2f061b66e9aea864,0.011,21000,800.0
0xe5abfd361a36c1196a46b8a352e180514561521f394f1888f92ff66f35091412,46359,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,15,21000,500.0
0xd6ed1f125c4222b5039f169eab9e81df1ebd1bd09f87faf0e11cdf0d6601c4f0,46363,0x9252a9c83d5703edc585cfdce80d5f903d357514,0xc54671b79ffcdc38c550bfc2f43aca4faf8d6f64,9.9,21000,600.0
0xbab6d130b93743acc1b0660016ee092c0832bc839b143ac752309e9515beca3a,46366,0xf7500c166f8bea2f82347606e5024be9e4f4ce99,0x2a3a69c490dd4c3b15959d4df6531d37e4f3e0d6,0.01,22000,500.0
0x1fb91f15b5656671d58edc8e216f033195b50a157cc94c0583f24ac19fb2bae2,46369,0xdb0cc78f74d9827bdc8a6473276eb84fdc976212,0x529049b336ebfd6df2f059c7fa964ba833a2c32b,99,21000,1110.276852358
0xba4b5fd92a26badad3cad22eb6f7c7e745053739b5f5d1e8a3afb00f8fb2a280,46370,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,0.011,21000,800.0
0xee1da32e879d5fb90ac26683c8240b845904379b0ea9128acbb9c2513513e88a,46371,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,30,21000,500.0
0xdd7816ae5b88717117a1f2aed21880f8b83021391e214592af69f747e673e8b5,46382,0xfd2605a2bf58fdbb90db1da55df61628b47f9e8c,0xab5199486803893a6dc1ad1d31612895300bcca9,0.01,21000,500.0
0x57932a69f3746d414776c43e0242ced2187a92e8da8dd6511f6efcb6cc6b4947,46383,0x8c6ae7a05a1de57582ae2768204276c0ff47ed03,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db1,0,21000,500.0
0x181ea250b8fdb3d705d5cabcbdcff25b525b66d38c22e51f69d2301e920d6919,46384,0x805d846fb0bc02a7337226d685be9ee773b9198a,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,2999.8,21000,450.0
0x5f9d4a10f7996d9ca202ee02ab9b39fecdc407aad06da922e8dbe293f80085b0,46388,0x8c6ae7a05a1de57582ae2768204276c0ff47ed03,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db1,1,21000,500.0
0x3993768b76c8c081878f536caa9a8c1e9e63f8943221219cf87c9633af7ac67d,46389,0x0cda12bf72d461bbc479eb92e6491d057e6b5ad1,0x2a3a69c490dd4c3b15959d4df6531d37e4f3e0d6,500,22000,500.0
0x2834064f4f1b0bfcdb7ba169e19889804dfdbc0922bf45d723932fbebaa591e7,46390,0x8566610901aace38b83244f3a9c831306a67b9dc,0xf54cd4ea55d233e7175bbbc8d55645ad60c0ea73,0.1337,21000,500.0
0x2ecb8ac61545dfc8e191ee9f3dde23b336c8b68e10c69eb2c5b29a813b425aaa,46397,0x4f4a9be10cd5d3fb5de48c17be296f895690645b,0x365b685282c9b242ec345fb64731ecfc4fcb834c,10000,21000,600.0
0x98ddf49c5b95f4b6ce94c7c570cf99cc918a004daba17f1f4ae0373a8fb9795f,46398,0x805d846fb0bc02a7337226d685be9ee773b9198a,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,2999.8,21000,450.0
0xdccd57b6fc03fca0a124986f7ce748d5642e7bde8773e4daa770f6994582c858,46399,0x07dc8c8b927adbedfa8f5d639b4352351f2f36d2,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,100,21000,500.0
0x01f7583ce239ad19682ccbadb21d69a03cf7be333f4be9c02233874e3f79bf9d,46400,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0.005,21000,500.0
0x78e67bdd9e0bf6ce3cc6025e2ed9ee6d55828baae8d0c78dde0c1dd9fed0e33d,46401,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,20,21000,500.0
0x6c929e1c3d860ee225d7f3a7addf9e3f740603d243260536dfa2f3cf02b51de4,46402,0xa1e4380a3b1f749673e270229993ee55f35663b4,,0,24000,10000.0
0x8f798ca2400eaa90fef1a700dae338b0f81f2517ca2f181f11754e57aa5b3b82,46403,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,100,21000,800.0
0xfbfb230d663b1dd1b4decd1fb983f4aa4990879f06bc11600bef87e0f3304d8d,46406,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,20,21000,500.0
0x9950ffdb159eff6b85b1ab016a4ddd425e7e5d2232d624f2c4c2949dde8485f1,46409,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0xbf8d8b4ec992203984f7379b001e87e6943dd5e3,0.05,21000,500.0
0xdf9cd9ec1836c6e0c4a47b359811180f59a06e534c82f82464fa73035eae938f,46411,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,20,21000,500.0
0xe363505adc6b2996111f8bd774f8653a61d244cc6567b5372c2e781c6c63b737,46420,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0x0000000000000000000000000000000000000000,0,23000,500.0
0xaaf8b3d16ed718848c7bf4c03acb8e8b77c30a128290577055b16ca7edf1e875,46421,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0x0000000000000000000000000000000000000000,0,23000,500.0
0x5a9e14d0806ab9e1d031755dfcab5e808da0b4c7933bc9c055f70614cc11903d,46423,0x22f2dcff5ad78c3eb6850b5cb951127b659522e6,0x0000000000000000000000000000000000000000,0,23000,500.0
0x934570b14b251a78fa11aa42d61264b7433eb67c16de8af51e385c1f238776d7,46426,0x4bd5f0ee173c81d42765154865ee69361b6ad189,0x18ba9b3c8e3f8ebcb7325737c0f3004397f5b9ac,5,23300,500.0
0x9aee4c6644607a6b4a03bb3d385092908902c82e65e4cff0d1b68804010331a1,46438,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,10,21000,500.0
0xb7d773a89297896cdaaaa542e362be7424afef00696f59061430067b044706ce,46445,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1000,21000,500.0
0x12435cee15f2cbb40311d24beec6872f53633d5e11ebbc2856cabae6ff61b5c5,46448,0x664b099b945b899aac84da69dd6d4eeb3d03c8a3,0xfb75d7e985405567216fd0917eb8bb3b3e63fd48,0.1,21000,800.0
0x4fb4ba87dce647bf43d31d9646fad02b1b026f4acf9e5bc4727444553721a5a2,46450,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,1000,21000,500.0
0x2d718a798b84d49da5bb6b775a6c214a5e64b88d2e9fe684b9027aff304b5b6f,46451,0xea81ca8638540cd9d4d73d060f2cebf2241ffc3e,0xb0bf4a71f730782368ef660fe6d298f432f95450,300,21000,2600.0
0xb82ffd79b261e9b50a8b3a05699921ae6884bccad99df77fc3957b93e41afd67,46454,0xcd39cbcf71ff4e9592f94db59db4ff45e34b174f,0x8178414ff0aba7fd5bc60a72cb17e213b371f35c,0.001,23000,500.0
0x6bb78cfd4dda5c68c9367024e4e1b3bd1c2004f48c82ce03560d6934a8b50274,46456,0xa89ac93b23370472daac337e9afdf642543f3e57,0x52de4b32e40ba930679efeb2214357cdf6fec979,100,21000,500.0
0xc649366299e2104f9a65d646604a6e23602eb3221677b560f168e0d72da3a992,46458,0x9746c7e1ef2bd21ff3997fa467593a89cb852bd0,0xb0bf4a71f730782368ef660fe6d298f432f95450,500,21000,1050.0
0xddff881e1f6207ebd84a2635ef2ea2f6669e34186058c83240f480227259c583,46459,0xa89ac93b23370472daac337e9afdf642543f3e57,0xb5046cb3dc1dedbd364514a2848e44c1de4ed147,10,21000,500.0
0xeebcf654a2466b472122aca941543bc53d50c29cb4095559ab12cd5c1df75e94,46460,0x9746c7e1ef2bd21ff3997fa467593a89cb852bd0,0xb0bf4a71f730782368ef660fe6d298f432f95450,500,21000,1050.0
0x1b4d4b219aed1203996290ce51e2068624e747c4a66df6a86420eee866ef1905,46461,0x895ec5545644e0b78330fffab8ddeac9e833156c,0x63b0495e672b1382b1ac7968b02e3b4234fe59dd,599,21000,500.0
0xc22bafe6163954c03291b7de4db72a56cdfc12dc0d7c3b80134c939c45ce6bbc,46464,0x0cda12bf72d461bbc479eb92e6491d057e6b5ad1,0xab5199486803893a6dc1ad1d31612895300bcca9,0.01,22000,500.0
0x978279310953f408847c8be4e67ddbafc42692591651c69ef566b355c6cf3d35,46465,0xd3679a47df2d99a49b01c98d1c3e0c987ce1e158,0x4bef38c01bc78be1914bfe8d309adf66a0e6721a,180,21000,1225.190432338
0x09abf3b250969ab5a4bc80533f407dfaca950bbfd83395b78ec93562dd55e564,46466,0xa89ac93b23370472daac337e9afdf642543f3e57,0x0000000000000000000000000000000000000000,100,21000,500.0
0x1039a9e9cf7271f07e873d362e2f6ae0c39a771914925a9385adca2f60ca6555,46468,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,0x32be343b94f860124dc4fee278fdcbd38c102d88,105.9895,21000,500.0
0xc25862e9f7dbca95fe791905b0e4c6d0c148b0c502340908ae849ee00d81ead1,46469,0x3ce9c2078713ec3530f7edfe8c0d9dbf6f0fa5c1,0x32be343b94f860124dc4fee278fdcbd38c102d88,5999.5895,21000,500.0
0xa7af255a5a192f110f0338f118e0304bedf016869f8e834a812ea4ad16af7073,46470,0xd2e57181bee0bf25a2e7d377eaccec854bd65334,0x32be343b94f860124dc4fee278fdcbd38c102d88,30.45825,21000,500.0
0xf371a994f321da8d36c5799aeadae9991f442b2912e605df59882d95f950a01c,46471,0x7a19c3c33f2a800b2fa361fd24277cab0a1c1db1,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.9895,21000,500.0
0x7685b3f4f573a5373d6984a9d8f9886000513d68c55b6675d2b93a74e2b1a1e3,46472,0xc54671b79ffcdc38c550bfc2f43aca4faf8d6f64,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.8895,21000,500.0
0x976f33abe1f457755ccf6e85626e36ff3c5176db290fd00ad24a4df807650512,46473,0x81c039692a575005f2f5f26c6f69dba26a8f6408,0x32be343b94f860124dc4fee278fdcbd38c102d88,4.9895,21000,500.0
0x152c74539166c517f255e9592dd350ba4ddaa8f00ca98d282af416b917e1b5b7,46474,0x365b685282c9b242ec345fb64731ecfc4fcb834c,0x32be343b94f860124dc4fee278fdcbd38c102d88,10099.98949999,21000,500.0
0x6c88b96f2b0ddb6dc5b7ae936f291606eb73a38d9985e0a8bfb2581322a3e5de,46475,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,0x32be343b94f860124dc4fee278fdcbd38c102d88,100.0005,21000,500.0
0x8fa86557cdd765163964d71bb0667667b037bac0fcce9a675358716c6c576333,46476,0xe1f5b8dc9336bc9637ea97c3f3b13cd363f88854,0x32be343b94f860124dc4fee278fdcbd38c102d88,2999.9895,21000,500.0
0x020d91dee43184f29dcf231eb8f764e6edbb2fc05fb0b7f9bb87505d693420f3,46477,0x529049b336ebfd6df2f059c7fa964ba833a2c32b,0x32be343b94f860124dc4fee278fdcbd38c102d88,99.9895,21000,500.0
0xa23dcb26f25438c8c1190ca7a368127ddb0fd75cd2b82f58ff9227f348455d49,46478,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,235,21000,800.0
0x779295b06f108ed741d5f4a867b4a65c88cd5cb6d9ddb59d7b10f6e96503f63c,46479,0xb83b76f35cf6b2149b34ee092b3fc93b7bb54a8d,0x32be343b94f860124dc4fee278fdcbd38c102d88,101.4895,21000,500.0
0x3984608c0f91c2e2702a268ae784798544680ad9318b9049d68122fed4189ebf,46480,0x9aa9205faa68e731703c633b53fe5af8ece59d38,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.9895,21000,500.0
0x6e9d8b2d16bfbf8e75696b363b895beb2d1a627b6e0ea89fda8456cea9065ab9,46481,0xd65f9b9aa7becfd1481bdd7e22527ca0900b7bc8,0x32be343b94f860124dc4fee278fdcbd38c102d88,99.9895,21000,500.0
0x0f96f5a17908d767fb9526d68c127c84b8f6cf1e15af53cf534d9e77d4f9e54a,46482,0xcd39cbcf71ff4e9592f94db59db4ff45e34b174f,0x8178414ff0aba7fd5bc60a72cb17e213b371f35c,0.01,21000,500.0
0xbc2dfce83c5423320bdede182bb0491f76d3c33aeb3cba782640e6c954a51deb,46483,0x8566610901aace38b83244f3a9c831306a67b9dc,0x900c0afc99968f30e64a7dee5828042b6422a098,200,21000,500.0
0x23d637ad2dcca28a66f21ce40f6733b8fd9449900e3ea28377becf83578c2133,46484,0x0cda12bf72d461bbc479eb92e6491d057e6b5ad1,0xab5199486803893a6dc1ad1d31612895300bcca9,1000,22000,500.0
0x983d8a7329eb37c88a4d74d9c8eabbc3026c66df1fdd5c0a7e86ad055d64052e,46485,0x2a3a69c490dd4c3b15959d4df6531d37e4f3e0d6,0xf6e1652a0397e078f434d6dda181b218cfd42e09,0.01,21000,500.0
